108/05/09	25.00
108/05/10	25.00
108/05/13	25.20
108/05/14	25.00
108/05/15	25.15
108/05/16	25.10
108/05/17	25.15
108/05/20	25.50
108/05/21	26.20
108/05/22	26.05
108/05/23	25.95
108/05/24	26.10
108/05/27	26.35
108/05/28	26.65
108/05/29	26.60
108/05/30	27.20
108/05/31	27.40
108/06/03	27.20
108/06/04	27.40
108/06/05	27.25
108/06/06	27.40
108/06/10	27.30
108/06/11	26.55
108/06/12	25.80
108/06/13	25.55
108/06/14	25.90
108/06/17	25.90
108/06/18	25.95
108/06/19	26.35
108/06/20	26.30
108/06/21	26.25
108/06/24	26.50
108/06/25	26.45
108/06/26	26.30
108/06/27	26.35
108/06/28	26.00
108/07/01	26.00
108/07/02	25.90
108/07/03	26.10
108/07/04	26.40
108/07/05	26.45
108/07/08	26.35
108/07/09	26.20
108/07/10	26.50
108/07/11	27.20
108/07/12	27.35
108/07/15	27.50
108/07/16	27.35
108/07/17	27.15
108/07/18	27.20
108/07/19	27.50
108/07/22	27.95
108/07/23	28.10
108/07/24	28.10
108/07/25	26.30
108/07/26	26.15
108/07/29	25.85
108/07/30	25.65
108/07/31	26.00
108/08/01	25.60
108/08/02	25.25
108/08/05	25.00
108/08/06	25.00
108/08/07	24.95
108/08/08	25.25
108/08/12	25.15
108/08/13	24.95
108/08/14	25.05
108/08/15	24.95
108/08/16	25.10
108/08/19	25.40
108/08/20	25.25
108/08/21	25.00
108/08/22	24.85
108/08/23	24.95
108/08/26	24.75
108/08/27	24.90
108/08/28	24.95
108/08/29	24.95
108/08/30	25.25
108/09/02	25.40
108/09/03	25.50
108/09/04	25.30
108/09/05	25.35
108/09/06	25.50
108/09/09	25.95
108/09/10	26.50
108/09/11	26.55
108/09/12	26.40
108/09/16	26.35
108/09/17	26.35
108/09/18	26.60
108/09/19	26.60
108/09/20	26.80
108/09/23	26.60
108/09/24	26.75
108/09/25	26.55
108/09/26	26.40
108/09/27	26.25
108/10/01	26.50
108/10/02	26.40
108/10/03	26.20
108/10/04	26.15
108/10/07	26.25
108/10/08	26.30
108/10/09	26.25
108/10/14	26.30
108/10/15	26.40
108/10/16	26.40
108/10/17	26.35
108/10/18	26.40
108/10/21	26.30
108/10/22	26.55
108/10/23	26.35
108/10/24	26.70
108/10/25	26.70
108/10/28	26.80
108/10/29	26.90
108/10/30	27.40
108/10/31	27.55
108/11/01	27.50
108/11/04	27.75
108/11/05	27.90
108/11/06	27.95
108/11/07	27.60
108/11/08	27.60
108/11/11	27.30
108/11/12	27.25
108/11/13	27.15
108/11/14	27.05
108/11/15	27.25
108/11/18	27.50
108/11/19	27.65
108/11/20	27.55
108/11/21	27.35
108/11/22	27.30
108/11/25	27.15
108/11/26	27.20
108/11/27	27.30
108/11/28	27.15
108/11/29	27.05
108/12/02	27.25
108/12/03	27.35
108/12/04	27.25
108/12/05	27.15
108/12/06	27.15
108/12/09	27.25
108/12/10	27.30
108/12/11	27.30
108/12/12	27.40
108/12/13	27.55
108/12/16	27.60
108/12/17	27.75
108/12/18	27.85
108/12/19	27.75
108/12/20	27.75
108/12/23	27.90
108/12/24	27.90
108/12/25	27.90
108/12/26	27.85
108/12/27	27.95
108/12/30	28.00
108/12/31	27.90
109/01/02	27.95
109/01/03	28.00
109/01/06	27.80
109/01/07	27.80
109/01/08	27.70
109/01/09	27.90
109/01/10	28.10
109/01/13	28.55
109/01/14	28.65
109/01/15	28.60
109/01/16	28.85
109/01/17	29.00
109/01/20	29.30
109/01/30	28.10
109/01/31	28.10
109/02/03	28.05
109/02/04	28.65
109/02/05	28.85
109/02/06	29.10
109/02/07	28.70
109/02/10	28.70
109/02/11	28.75
109/02/12	28.75
109/02/13	29.00
109/02/14	28.90
109/02/17	29.00
109/02/18	29.10
109/02/19	29.85
109/02/20	30.00
109/02/21	29.85
109/02/24	29.50
109/02/25	29.55
109/02/26	29.30
109/02/27	29.05
109/03/02	28.65
109/03/03	28.80
109/03/04	29.00
109/03/05	29.50
109/03/06	29.10
109/03/09	28.15
109/03/10	28.00
109/03/11	27.80
109/03/12	27.05
109/03/13	26.50
109/03/16	25.20
109/03/17	23.55
109/03/18	22.20
109/03/19	20.00
109/03/20	22.00
109/03/23	21.20
109/03/24	22.55
109/03/25	24.20
109/03/26	24.10
109/03/27	24.20
109/03/30	24.10
109/03/31	24.25
109/04/01	24.25
109/04/06	24.25
109/04/07	24.60
109/04/08	25.00
109/04/09	25.50
109/04/10	25.85
109/04/13	25.50
109/04/14	26.05
109/04/15	26.65
109/04/16	26.40
109/04/17	26.30
109/04/20	26.20
109/04/21	25.60
109/04/22	25.35
109/04/23	25.50
109/04/24	25.70
109/04/27	26.20
109/04/28	26.40
109/04/29	26.75
109/04/30	27.30
109/05/04	26.80
109/05/05	26.85
109/05/06	26.85
